sample_id,source,reference,baseline_nllb_prediction,baseline_nllb_sentence_bleu,baseline_nllb_sentence_chrf,baseline_nllb_sentence_ter,baseline_nllb_comet,original_lora_prediction,original_lora_sentence_bleu,original_lora_sentence_chrf,original_lora_sentence_ter,original_lora_comet,semantic_lora_prediction,semantic_lora_sentence_bleu,semantic_lora_sentence_chrf,semantic_lora_sentence_ter,semantic_lora_comet
61,1.5L مینی یوایسبی اسیریم د مچھلی ټانک LCD LCD Timer د لمر لامپ تور - shoppingxirect24.com - SDXNX,1.5L Mini USB Aquarium Fish Tank LCD Timer Clock LED Lamp Light Black – shoppingdirect24.com - SD24,1.5L Mini USB Aquarium Fish Tank LCD LCD Timer Solar lamp black - shoppingxirect24.com - SDXNX,40.1190805057069,61.62375430090465,41.17647058823529,0.804845929145813,1.5L Mini USB Aquarium Fish Tank LCD LCD Timer Solar Lamp Black - shoppingxirect24.com - SDXNX,41.83007445500921,64.51110583444371,41.17647058823529,0.8172114491462708,1.5L Mini USB Aquarium Fish Tank LCD LCD Timer Solar Lamp Black - shoppingxirect24.com - SDXNX,41.83007445500921,64.51110583444371,41.17647058823529,0.8172114491462708
62,1. د ورکړې شرایط؟,1. Payment Terms ?,1. Payment terms?,42.72870063962342,68.39785214785215,50.0,0.9703742861747742,1. Conditions of payment?,17.965205598154213,32.14189827204712,75.0,0.9295297861099243,1. Conditions of payment?,17.965205598154213,32.14189827204712,75.0,0.9295297861099243
63,تاسو کولای تل په Wondershare عکس راستنولو تکیه وکړو فوجی عکس بیرته څخه فوجی د ګڼياليزې کامرې او عکسونه بیرته. ...,"If you want to recover data from your hard drive, you might need to find and the local hard drive recovery service and let staff here to help you. ...",You can always rely on Wondershare Photo Recovery to recover Fuji photos from Fuji digital cameras and photos. ...,8.008491173009801,22.311407515042706,86.66666666666667,0.6040533185005188,You can always rely on Wondershare Photo Recovery to recover Fuji Photo from Fuji Digital Camera and photos. ...,8.008491173009801,22.373383974408476,86.66666666666667,0.5730717778205872,You can always rely on Wondershare Photo Recovery to recover images and images from Fuji Digital Camera. ...,7.823069335497131,21.844390847153374,83.33333333333334,0.6006059050559998
64,د مطالبو او انځورونو د بیا خپرولو لپاره زمونږ سره اړيکه ونیسئ,43: Should India change its Afghan strategy? 27.08.2013|Politics,Contact us for re-publishing materials and images,0.0,9.978012433934973,100.0,0.48079240322113037,Contact us for re-publishing materials and images,0.0,9.978012433934973,100.0,0.48079240322113037,Get in touch with us for re-publishing materials and images,0.0,11.086496534060444,125.0,0.4756905138492584
65,نعت- څومره دي خوږ دی ښکلی نوم محمد (ﷺ),Don't call your self King of Kings! پښتو,How sweet is the name Muhammad?,0.0,3.5601265822784813,100.0,0.6146225929260254,"The Prophet (peace and blessings of Allah be upon him) said: ""O Muhammad!",2.5540496664715904,12.470468148034458,150.0,0.4845316410064697,"The Prophet (peace and blessings of Allah be upon him) said: ""The Prophet (peace and blessings of Allah be upon him) said:",1.286713095960916,10.452560480204513,262.5,0.4199995696544647
66,د ټاکل شوې غونډې په اړه تر اوسه پورې، ښاغلی اتو او ات به زما ځای بدل کړي او یو تفصيلي راپور واستوي.,"Concerning the meeting scheduled so far, Mr. So-and-so will replace me and send me a detailed report.","On the scheduled meeting so far, Mr. Eight and Eight will change my seat and send a detailed report.",31.82084684007776,53.02679900437168,52.94117647058824,0.7041863799095154,"As far as the scheduled meeting is concerned, Mr. Eight and Eight will change my seat and send a detailed report.",17.729842264695016,48.91466055609988,76.47058823529412,0.6960431933403015,"As far as the scheduled meeting is concerned, Mr. Eight and Eight will change my seat and send a detailed report.",17.729842264695016,48.91466055609988,76.47058823529412,0.6960431933403015
67,جرګه کښې به د فاټا،خیبرپښتونخوااودبلوچستان د پښتون ضلعو خلکو ته د شرکت بلنه ورکولی شي,"However, while our commitments are firm on finding a negotiated settlement taking along all key stake holders, we do not wish to raise false hopes and expectations.","The assembly will be able to invite the people of the districts of Fata, Khyber Pakhtunkhwa and Baluchistan to join the company",1.5984858158839017,13.693443507545608,96.29629629629629,0.487424373626709,"The meeting will invite people from PATA, Khyber Pakhtunkhwa and Peshawar districts to attend the meeting.",1.5593987533296287,13.902728858442961,96.29629629629629,0.47747406363487244,"The meeting will invite people from Peshawar district of Fateh, Khyber Pakhtunkhwa to attend the meeting.",1.451184057126309,13.467297454904454,96.29629629629629,0.4429818093776703
68,د سبزۍ د يخچالونو,Meat Shop Butcher Refrigeration Equipment,Vegetable refrigerators,0.0,18.25544550052178,100.0,0.592803955078125,Greenhouse fridges,0.0,8.491810245442206,100.0,0.4531310796737671,Vegetable refrigerators,0.0,18.25544550052178,100.0,0.592803955078125
69,د 10 تاسي باید د 5 شبکې په اړه پوه شئ,Technologies 10 Tips You Should Know About 5G Network,10 Things You Need to Know About Network 5,11.99014838091355,36.22477686064659,66.66666666666666,0.8202324509620667,10 Things You Need to Know About Network 5,11.99014838091355,36.22477686064659,66.66666666666666,0.8202325105667114,10 Things You Need to Know About 5 Networks,11.339582221952005,36.53493220427465,66.66666666666666,0.7841586470603943
70,1-16 د د “”روزووډ Rosary”” 173 پايلې,1-16 of 173 results for “”Rosewood Rosary””,1-16 Results of the Rosary of Rosewood 173,17.747405280050266,39.54903181084597,85.71428571428571,0.6295519471168518,1-16 Results of Rosary 173 of Rosary,20.164945583740657,30.91868444890997,71.42857142857143,0.5616868138313293,1-16 Results of Rosary 173 of Rosary,20.164945583740657,30.91868444890997,71.42857142857143,0.5616870522499084
71,نقل ځله به توپير په کتو سره خپل ځای:,Shipping times will vary depending on your location:,Replication times will vary depending on your location:,86.33400213704509,83.16884476791792,12.5,0.8159531950950623,The replication frequency will vary depending on your location:,63.894310424627285,70.49728387647468,37.5,0.7348694205284119,Replication times will vary depending on your location:,86.33400213704509,83.16884476791792,12.5,0.8159531950950623
72,کامرون - نګربه قتل عام: سمویل ایتو خپله چوپتیا ماتوي او په اسینوکس کې یې اعتماد کوي,Opinion | Winners and losers of democratic debate - New York Times,Cameroon-Nagreb Massacre: Samuel Eto'o breaks his silence and trusts Asinox,3.42209762272661,12.70076824518383,100.0,0.5058438777923584,Cameroon-Nigeribe massacre: Samuel Eto'o breaks his silence and relies on Asinox,3.3864985683445354,13.608799574394336,100.0,0.4733477532863617,Cameroon-Nigeribe Massacre: Samuel Eto'o Breaks His Silence and Confides in Asinox,3.3864985683445354,13.95323497838856,100.0,0.46391409635543823
73,ښونې او روزنې پوهنځی,Faculty of Social science,Teaching and Training Faculty,15.97357760615681,22.637830895514043,100.0,0.671768844127655,Teaching and Training Faculty,15.97357760615681,22.637830895514043,100.0,0.6717692017555237,Teaching and Training Faculty,15.97357760615681,22.637830895514043,100.0,0.671768844127655
74,د پوهنتون څخه بهر علمي مرکزونو سره د معلوماتو تبادله او همکاري.,· Providing education based on knowledge and experiment,Information exchange and cooperation with academic centers outside the university.,3.7477767366779213,18.933725137413372,125.0,0.6580359935760498,Information exchange and cooperation with academic centers outside the university.,3.7477767366779213,18.933725137413372,125.0,0.6580359935760498,Information exchange and cooperation with academic centers outside the university.,3.7477767366779213,18.933725137413372,125.0,0.6580359935760498
75,254smo uns s31254 en1.4547 بولټونه او مغزونه 1-1 / 2 ”-8unx180mm تار تار راډ,254smo uns s31254 en1.4547 bolts and nuts 1-1/2”-8unx180mm thread rod,254smo uns s31254 en1.4547 bolts and nuts 1-1 / 2 -8unx180mm wire rod,71.66258375282708,78.4128625624384,50.0,0.8546553254127502,254smo uns s31254 en1.4547 bolts and nuts 1-1 / 2 -8unx180mm wire wire rod,66.68954865619207,77.2544210414248,60.0,0.8326869606971741,254smo uns s31254 en1.4547 bolts and nuts 1-1 / 2 -8unx180mm wire wire rod,66.68954865619207,77.2544210414248,60.0,0.8326869606971741
76,د ډراپ شاپنگ طاق غوره کړئ چې ګټور وي,Choose a dropshipping niche that's profitable,Choose a drop-shopping niche that is profitable,15.619699684601283,68.09769276504323,50.0,0.919658899307251,Choose a drop-shopping niche that is useful,14.535768424205482,51.79772699199027,66.66666666666666,0.850386381149292,Choose a drop-shopping niche that is useful,14.535768424205482,51.79772699199027,66.66666666666666,0.8503862023353577
77,په ناروې کې ټول ماشومان د لس کلونو د زده کړې د تر لاسه کولو حق او دنده (مکلفیت) لري. همدارنګه ځوانان د ثانوي زده کړې حق لري.,"In Norway, all children have the right and obligation to ten years of schooling. Young people also have the right to upper secondary education.","In Norway, all children have the right to a ten-year education, as well as the right to secondary education.",36.717373813957806,53.74156672374731,45.83333333333333,0.8906074166297913,All children in Norway have the right and duty to receive ten years of education. Also young people have the right to secondary education.,27.168581825061842,60.443097000160385,29.166666666666668,0.9151517748832703,All children in Norway have the right to ten years of education and the obligation to do so. Youth also have the right to secondary education.,31.82356622196302,64.28103744803498,45.83333333333333,0.906898558139801
78,په جرمني کې کوم مسلکونه شته؟,How can I find a job in Germany?,What professions are there in Germany?,18.370727471078336,34.35818273642368,75.0,0.7488579154014587,What professions are there in Germany?,18.370727471078336,34.35818273642368,75.0,0.7488579154014587,What professions are there in Germany?,18.370727471078336,34.35818273642368,75.0,0.7488579154014587
79,16 180 726 9-11 65-75 د وزن روښانه وزن,16 180 726 9-11 65-75 Light Weight fabric,16 180 726 9-11 65-75 light weight,71.77659214467671,61.04334682055992,12.5,0.860840380191803,16 180 726 9-11 65-75 Light weight,81.55395405382076,72.96724112283573,12.5,0.8765185475349426,16 180 726 9-11 65-75 Light weight,81.55395405382076,72.96724112283573,12.5,0.8765185475349426
80,ګام 5 مخلید او ړومینګ تليفون څخه ړنګ عکس بیرته,"Step 5 Preview û rêgirtina li photos jêbirin, ji telefonê BlackBerry",Step 5 Retrieve the deleted image from the unlocked and roaming phone,6.772997136689072,16.289187953775066,90.9090909090909,0.5201647281646729,Step 5 Retrieve deleted image from deleted and scrolling phone,6.870976634467838,16.85891231628554,81.81818181818183,0.46337756514549255,Step 5 Remove deleted image from deleted and scrolling phone,6.870976634467838,15.61603222034939,81.81818181818183,0.47234851121902466
81,په بشپړه توګه وړیا امتیاز او د ځینو هیوادونو لپاره، موږ تاسو تضمین کوو چې توکي مو ترلاسه کړئ.,"admin, admin on The most effective weight loss powder: Sibutramine powder(Meridia)","Completely free of charge and for some countries, we guarantee you get the goods.",2.445593937240363,10.545994541009174,127.27272727272727,0.45800894498825073,"Completely free of charge and for some countries, we guarantee you get the goods.",2.445593937240363,10.545994541009174,127.27272727272727,0.45800894498825073,"Completely free of charge and for some countries, we guarantee you get the goods.",2.445593937240363,10.545994541009174,127.27272727272727,0.45800894498825073
82,څرخ د شګو مینځلو ماشین بیه,Wheel sand washing machine price,Wheel sand washing machine price,100.00000000000004,100.0,0.0,0.9730494618415833,Wheel sand washing machine price,100.00000000000004,100.0,0.0,0.9730494618415833,Wheel sand washing machine price,100.00000000000004,100.0,0.0,0.9730494618415833
83,1. په بشپړه توګه flaps (F8) وغځوي.,1. Fully extend flaps (F8).,1. Fully extend the flaps (F8).,65.80370064762461,85.64622776871617,20.0,0.9367023706436157,1. Fully extend flaps (F8).,100.00000000000004,100.0,0.0,0.9704484343528748,1. Fully extend flaps (F8).,100.00000000000004,100.0,0.0,0.9704484343528748
84,تولید سرعت 3500-7200pieces / ساعت کچول شوی د بریښنا د 2.2kw,Production Speed 3500-7200pieces/hour Rated Power 2.2kw,Production speed 3500-7200pieces / h Passed power of 2.2kw,25.965358893403383,52.706929503286574,83.33333333333334,0.8877519965171814,Production speed 3500-7200pieces / h Passed power 2.2kw,29.071536848410968,56.7580716653345,66.66666666666666,0.9009789228439331,Production speed 3500-7200pieces / h Passed power 2.2kw,29.071536848410968,56.7580716653345,66.66666666666666,0.9009789228439331
85,تخمونه: ستاسو روغتیا ته ګټې او زیانونه رسوي. نور څه؟ ډایټیټیسټ تشریح کوي,"When people take opiates, their health suffers Nonsteroidal anti-inflammatory Seeds: benefits and harms to your health. What more? Dietitian explains",Seeds: Benefits and Harms to Your Health.,2.264646503556863,16.675483204683406,65.0,0.6607000231742859,Seeds: Benefits and Harms to Your Health. What More? Explains Dietitian,4.676121908728247,29.16512931226568,50.0,0.7033272385597229,Seeds: Benefits and Harms to Your Health. What More? Explains Dietitian,4.676121908728247,29.16512931226568,50.0,0.7033272385597229
86,Wondershare LiveBoot کمپيوټر چالان CD په اړه نور معلومات,Each solution takes you only 2 steps. It's quite easy.,Learn more about Wondershare LiveBoot computer driven CD,0.0,7.945308291052054,100.0,0.4535762369632721,More info on Wondershare LiveBoot Computer Drive CD,0.0,6.442891836704666,100.0,0.4349898099899292,Learn more about Wondershare LiveBoot Computer Drive CD,0.0,7.706170236879339,100.0,0.4560195207595825
87,د هېواد په شمال کې د جنبش ملي او جمیعت اسلامي ګوندونو ترمنځ نښتې,"For Australia in Afghanistan, victory was never an optionTony",Protests between nationalist and communist Islamist parties in the north of the country,3.0890553181566975,16.823837533507067,144.44444444444443,0.5409010052680969,Protests between Nationalist and Jamaat Islamist parties in northern Afghanistan,4.990049701936832,25.44412844835992,111.11111111111111,0.5928731560707092,Protests between the Nationalist and Jamaat Islamist parties in the north of the country,2.8398387225677895,16.12332585218177,155.55555555555557,0.5711613297462463
88,دهرات ولايت دکډوالو او راستنېدونکوچارو رياست - دګډوالو او راستنیدونکو چارو وزارت,Directorate fo Refugees and Repatriations of Herat Province - Ministry of Refugees and Repatriations,State Department of Refugee and Returned Persons - Ministry of Refugee and Returned Persons,12.571192676522521,36.775754652263544,71.42857142857143,0.773823618888855,Department of Refugee and Refugee Affairs - Ministry of Refugee and Refugee Affairs,12.661968357569915,34.68322601092868,71.42857142857143,0.7032901048660278,Directorate of Refugee and Refugee Affairs - Ministry of Refugee and Refugee Affairs,13.159455544835676,41.219922118780985,64.28571428571429,0.7392590641975403
89,یوتلست 10A 10.0 ° E,SR: 27500 ksymb / S,Utilised 10A 10.0 ° E,0.0,2.4350649350649354,100.0,0.5071460604667664,Utilised 10A 10.0 ° E,0.0,2.4350649350649354,100.0,0.5071461200714111,Utilised 10A 10.0 ° E,0.0,2.4350649350649354,100.0,0.5071460604667664
90,د موبايل په مخروط اوريزو نبات,Mobile Cone Crushing Plant,Cell phone cone orange plant,0.0,13.84796169268519,75.0,0.49425897002220154,A mobile cone orange plant,0.0,20.1222521560504,50.0,0.4955749809741974,Mobile conical orange plant,15.97357760615681,25.9179456672697,50.0,0.5449947714805603
91,يو بنسټيز PL / کيو ايل snippet (نومه د بنديز) او يا هم په يو شمېر مرمۍ وسیله په يو وخت په دار وځړول (د ساري په کيو ايل * Plus) يا,A PL / SQL malika bingehîn (block neqeydkirî) yan jî di cih de li hin tool shell Bakûr (raxîne. SQL * Plus) an,A basic PL/QL snippet (known as blocking) or hanging on a number of keystrokes at a time (known as SQL*Plus) or,10.884267615693712,18.439840578943354,95.65217391304348,0.4378877580165863,A basic PL/QL snippet (name blocking) or hanging on a number of repair tools at a time (serial in QL*Plus) or,6.976059189487863,19.51949124096268,95.65217391304348,0.4195466637611389,A basic PL/QL snippet (name of block) or hanging on a number of repair tools at a time (the entire QL*Plus) or,6.910549031862163,19.39711758325651,95.65217391304348,0.3952881395816803
92,د بحث سره یوځای غواړئ؟,Want to join the discussion?,Would you like to join the discussion?,51.697315395717055,76.23841696708566,60.0,0.9241476058959961,Would you like to join the discussion?,51.697315395717055,76.23841696708566,60.0,0.9241476058959961,Want to join the discussion?,100.00000000000004,100.0,0.0,0.9822545647621155
93,سندونه ISO9001 ، CE ، SGS ، API,"Certifications ISO9001,CE, SGS, API","Certificates such as ISO9001, CE, SGS, API",63.894310424627285,73.29685137390001,125.0,0.9324415922164917,"Certificates ISO9001, CE, SGS, API",84.08964152537145,76.58686369172459,75.0,0.9594691395759583,"Certificates ISO9001, CE, SGS, API",84.08964152537145,76.58686369172459,75.0,0.9594691395759583
94,Curator of Emirates Soil Museum Full-time أبريل ۲۳ ۲۰۱۸ يونيو ۱۸ ۲۰۱۸ ICBACSD-SMC-2018-003,Business Development Specialist Full-time Jan 31 2018 Mar 18 2018 ICBAPKM-BDS-2018-001,Curator of Emirates Soil Museum Full-time 23 April 2018 18 June 2018 ICBACSD-SMC-2018-003,3.9297193407553004,29.346395890356764,90.9090909090909,0.775798499584198,"Curator of Emirates Soil Museum Full-time April 23, 2018 June 18, 2018 ICBACSD-SMC-2018-003",3.4197980307804725,29.094870750449452,90.9090909090909,0.7640989422798157,"Curator of Emirates Soil Museum Full-time April 23, 2018 June 18, 2018 ICBACSD-SMC-2018-003",3.4197980307804725,29.094870750449452,90.9090909090909,0.7640989422798157
95,تبدیل ماشوم د موټر څوکۍ,Baby Car Booster Seat,Converted baby car seat,0.0,16.06404012886424,50.0,0.7638127207756042,Changing Child Car Seat,18.99589214128981,21.545044222135527,75.0,0.7174684405326843,Change baby car seat,0.0,13.02724872390954,50.0,0.8504660725593567
96,د خراب کولیسټرول په کچه کې زیاتوالى، له دې امله، د سټروک یا د زړه حملې خطرونو تمرکز کوي,"An increase in the level of bad cholesterol, hence, spiking up the risks of strokes or heart attacks","Increased levels of bad cholesterol, therefore, focus on the risk of stroke or heart attack",15.794135942355249,51.29464477721939,61.111111111111114,0.8444159626960754,"Increased levels of bad cholesterol, therefore, focus on the risk of stroke or heart attack",15.794135942355249,51.29464477721939,61.111111111111114,0.8444159626960754,"Increased levels of bad cholesterol, therefore, focus on the risk of stroke or heart attack",15.794135942355249,51.29464477721939,61.111111111111114,0.8444159626960754
97,۴۵۰ افغان زده کونکي په ټولو تحصیلي پړاؤنو کښې په ایران کښې ښوونځي ته ځي,Over 3.5 million Afghan Children Missing right to Education: Save the Children,450 Afghan students go to school in Iran in all academic stages,3.7052472057637615,14.203622318715622,100.0,0.6580349802970886,450 Afghan students go to school in Iran in all academic stages,3.7052472057637615,14.203622318715622,100.0,0.6580349802970886,450 Afghan students go to school in Iran in all academic stages,3.7052472057637615,14.203622318715622,100.0,0.6580349802970886
98,7.5M د صفا جوړولو، پن ډول ډول - Buildinglift.com جوړولو لپاره 800 کلوګرام معطل شوي پلیټینټونه جوړ کړي,"7.5M customized 800 Kg suspended platforms for building cleaning , pin - type - Buildinglift.com","7.5M builds 800 kg of suspended platforms for the construction of shaft, pin type - Buildinglift.com",29.153692299445225,55.31878281721192,46.666666666666664,0.7485048174858093,"7.5M builds 800kg suspended platforms for the construction of shaft, pin type - Buildinglift.com",32.22538601891173,55.81623315832914,53.333333333333336,0.7603220343589783,"7.5M built 800 kg suspended platforms for construction of shaft, pin type - Buildinglift.com",32.934059711691795,56.153245364489266,33.33333333333333,0.7636728882789612
99,د BMW X5 نوې جبهه چپ ځنډولو برخه هوا S ...,FOR BMW X5 NEW FRONT LEFT SUSPENSION PART AIR S...,New front left suspension part of BMW X5 Air S...,22.997519112894437,15.557003685392418,30.0,0.6259484887123108,BMW X5 new front left suspension part air s...,14.583776460856356,11.44065495578377,10.0,0.6112744212150574,BMW X5 New Front Left Suspension Part Air S...,23.19610106840199,18.69006872336774,10.0,0.6942719221115112
100,Rikoooo.com يوه فرانسوي وېب پاڼه وقف کمپيوټر فرضی (د ولايتي شورا)، په عمده توګه د Microsoft سافټ «دالوتني سیمیولیټر» او Lockheed Martin «Prepar3D» تمرکز، سره اړه Laminar د څیړنې «X-الوتکه» د ځینو عناصرو ده.,"Rikoooo.com is a French Website devoted to computer simulation (on PC), mainly focused on the Microsoft software «Flight Simulator» and Lockheed Martin «Prepar3D», with some elements concerning Laminar Research «X-Plane».","Rikoooo.com is a French website dedicated to computer simulations (State Council), mainly focusing on Microsoft's current simulator and Lockheed Martin's Prepar3D, with some elements of Laminar's research on the X-plane.",26.660495672254978,58.67231987879632,50.0,0.7519903779029846,"Rikoooo.com is a French website dedicated to computer simulator (s), mainly focusing on Microsoft Software Flight Simulator and Lockheed Martin Prepar3D, with some elements of research about Laminar X-Plane.",27.896563403836783,61.7041508205191,43.333333333333336,0.8064436316490173,"Rikoooo.com is a French website dedicated to computer simulator (PDF), mainly focused on Microsoft Software Flight Simulator and Lockheed Martin Prepar3D, with some elements of research on Laminar X-Plane.",34.54546504137877,64.26995436011343,40.0,0.7839378714561462
